"IndicatorCode","Indicator","ValueType","ParentLocationCode","ParentLocation","Location type","SpatialDimValueCode","Location","Period type","Period","Value"
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","QAT","Qatar","Year",2005,100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","QAT","Qatar","Year",2000,100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SAU","Saudi Arabia","Year",2023,11000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SAU","Saudi Arabia","Year",2022,9900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SAU","Saudi Arabia","Year",2021,8900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SAU","Saudi Arabia","Year",2020,8100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SAU","Saudi Arabia","Year",2015,6700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SAU","Saudi Arabia","Year",2010,7300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SAU","Saudi Arabia","Year",2005,8400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SAU","Saudi Arabia","Year",2000,8900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SDN","Sudan","Year",2023,48000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SDN","Sudan","Year",2022,46000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SDN","Sudan","Year",2021,42000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SDN","Sudan","Year",2020,40000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SDN","Sudan","Year",2015,31000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SDN","Sudan","Year",2010,26000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SDN","Sudan","Year",2005,22000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SDN","Sudan","Year",2000,18000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SOM","Somalia","Year",2023,8200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SOM","Somalia","Year",2022,8500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SOM","Somalia","Year",2021,8900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SOM","Somalia","Year",2020,9300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SOM","Somalia","Year",2015,12000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SOM","Somalia","Year",2010,16000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SOM","Somalia","Year",2005,21000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SOM","Somalia","Year",2000,23000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SYR","Syrian Arab Republic","Year",2023,740
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SYR","Syrian Arab Republic","Year",2022,680
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SYR","Syrian Arab Republic","Year",2021,610
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SYR","Syrian Arab Republic","Year",2020,570
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SYR","Syrian Arab Republic","Year",2015,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SYR","Syrian Arab Republic","Year",2010,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SYR","Syrian Arab Republic","Year",2005,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","SYR","Syrian Arab Republic","Year",2000,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","TUN","Tunisia","Year",2023,8000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","TUN","Tunisia","Year",2022,7600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","TUN","Tunisia","Year",2021,7200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","TUN","Tunisia","Year",2020,6900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","TUN","Tunisia","Year",2015,5700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","TUN","Tunisia","Year",2010,4400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","TUN","Tunisia","Year",2005,2900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","TUN","Tunisia","Year",2000,1700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","YEM","Yemen","Year",2023,15000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","YEM","Yemen","Year",2022,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","YEM","Yemen","Year",2021,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","YEM","Yemen","Year",2020,13000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","YEM","Yemen","Year",2015,9300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","YEM","Yemen","Year",2010,7300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","YEM","Yemen","Year",2005,3800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EMR","Eastern Mediterranean","Country","YEM","Yemen","Year",2000,1700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ALB","Albania","Year",2023,1500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ALB","Albania","Year",2022,1400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ALB","Albania","Year",2021,1400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ALB","Albania","Year",2020,1400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ALB","Albania","Year",2015,1100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ALB","Albania","Year",2010,710
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ALB","Albania","Year",2005,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ALB","Albania","Year",2000,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ARM","Armenia","Year",2023,6300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ARM","Armenia","Year",2022,5900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ARM","Armenia","Year",2021,5500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ARM","Armenia","Year",2020,5200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ARM","Armenia","Year",2015,3400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ARM","Armenia","Year",2010,1800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ARM","Armenia","Year",2005,590
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ARM","Armenia","Year",2000,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","AZE","Azerbaijan","Year",2023,10000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","AZE","Azerbaijan","Year",2022,10000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","AZE","Azerbaijan","Year",2021,9900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","AZE","Azerbaijan","Year",2020,9700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","AZE","Azerbaijan","Year",2015,8600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","AZE","Azerbaijan","Year",2010,7900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","AZE","Azerbaijan","Year",2005,6800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","AZE","Azerbaijan","Year",2000,4000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BGR","Bulgaria","Year",2023,3800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BGR","Bulgaria","Year",2022,3600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BGR","Bulgaria","Year",2021,3400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BGR","Bulgaria","Year",2020,3200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BGR","Bulgaria","Year",2015,2600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BGR","Bulgaria","Year",2010,2000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BGR","Bulgaria","Year",2005,1600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BGR","Bulgaria","Year",2000,1400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BIH","Bosnia and Herzegovina","Year",2023,630
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BIH","Bosnia and Herzegovina","Year",2022,580
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BIH","Bosnia and Herzegovina","Year",2021,530
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BIH","Bosnia and Herzegovina","Year",2020,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BIH","Bosnia and Herzegovina","Year",2015,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BIH","Bosnia and Herzegovina","Year",2010,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BIH","Bosnia and Herzegovina","Year",2005,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BIH","Bosnia and Herzegovina","Year",2000,100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BLR","Belarus","Year",2023,27000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BLR","Belarus","Year",2022,27000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BLR","Belarus","Year",2021,27000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BLR","Belarus","Year",2020,27000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BLR","Belarus","Year",2015,24000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BLR","Belarus","Year",2010,16000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BLR","Belarus","Year",2005,7600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","BLR","Belarus","Year",2000,2600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CHE","Switzerland","Year",2023,17000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CHE","Switzerland","Year",2022,17000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CHE","Switzerland","Year",2021,17000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CHE","Switzerland","Year",2020,17000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CHE","Switzerland","Year",2015,16000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CHE","Switzerland","Year",2010,13000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CHE","Switzerland","Year",2005,11000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CHE","Switzerland","Year",2000,9200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CZE","Czechia","Year",2023,4100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CZE","Czechia","Year",2022,4000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CZE","Czechia","Year",2021,3900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CZE","Czechia","Year",2020,3700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CZE","Czechia","Year",2015,3000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CZE","Czechia","Year",2010,2200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CZE","Czechia","Year",2005,1300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","CZE","Czechia","Year",2000,590
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","DEU","Germany","Year",2021,91000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","DEU","Germany","Year",2020,89000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","DEU","Germany","Year",2015,78000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","DEU","Germany","Year",2010,65000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","DNK","Denmark","Year",2023,6400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","DNK","Denmark","Year",2022,6300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","DNK","Denmark","Year",2021,6200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","DNK","Denmark","Year",2020,6200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","DNK","Denmark","Year",2015,5900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","DNK","Denmark","Year",2010,5300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","DNK","Denmark","Year",2005,4700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","DNK","Denmark","Year",2000,4000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ESP","Spain","Year",2023,150000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ESP","Spain","Year",2022,150000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ESP","Spain","Year",2021,150000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ESP","Spain","Year",2020,150000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ESP","Spain","Year",2015,140000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ESP","Spain","Year",2010,130000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ESP","Spain","Year",2005,120000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ESP","Spain","Year",2000,1e+05
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","EST","Estonia","Year",2023,7300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","EST","Estonia","Year",2022,7300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","EST","Estonia","Year",2021,7400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","EST","Estonia","Year",2020,7400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","EST","Estonia","Year",2015,6900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","EST","Estonia","Year",2010,6200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","EST","Estonia","Year",2005,4500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","EST","Estonia","Year",2000,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","FRA","France","Year",2023,2e+05
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","FRA","France","Year",2022,2e+05
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","FRA","France","Year",2021,2e+05
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","FRA","France","Year",2020,190000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","FRA","France","Year",2015,170000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","FRA","France","Year",2010,140000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","FRA","France","Year",2005,110000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","FRA","France","Year",2000,75000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GEO","Georgia","Year",2023,9000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GEO","Georgia","Year",2022,8600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GEO","Georgia","Year",2021,8200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GEO","Georgia","Year",2020,7800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GEO","Georgia","Year",2015,5200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GEO","Georgia","Year",2010,2600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GEO","Georgia","Year",2005,870
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GEO","Georgia","Year",2000,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GRC","Greece","Year",2023,15000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GRC","Greece","Year",2022,15000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GRC","Greece","Year",2021,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GRC","Greece","Year",2020,14000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GRC","Greece","Year",2015,11000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GRC","Greece","Year",2010,7900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GRC","Greece","Year",2005,5600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","GRC","Greece","Year",2000,4100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","HRV","Croatia","Year",2023,1800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","HRV","Croatia","Year",2022,1800
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","HRV","Croatia","Year",2021,1700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","HRV","Croatia","Year",2020,1700
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","HRV","Croatia","Year",2015,1500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","HRV","Croatia","Year",2010,1200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","HRV","Croatia","Year",2005,860
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","HRV","Croatia","Year",2000,560
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","IRL","Ireland","Year",2023,8600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","IRL","Ireland","Year",2022,8000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","IRL","Ireland","Year",2021,7300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","IRL","Ireland","Year",2020,7100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","IRL","Ireland","Year",2015,5900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","IRL","Ireland","Year",2010,4600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","IRL","Ireland","Year",2005,3200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","IRL","Ireland","Year",2000,1900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISL","Iceland","Year",2023,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISL","Iceland","Year",2022,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISL","Iceland","Year",2021,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISL","Iceland","Year",2020,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISL","Iceland","Year",2015,500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISL","Iceland","Year",2010,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISL","Iceland","Year",2005,200
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISL","Iceland","Year",2000,100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISR","Israel","Year",2023,9600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISR","Israel","Year",2022,9400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISR","Israel","Year",2021,9100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISR","Israel","Year",2020,8900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISR","Israel","Year",2015,7400
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISR","Israel","Year",2010,5900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISR","Israel","Year",2005,4500
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ISR","Israel","Year",2000,3100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ITA","Italy","Year",2023,140000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ITA","Italy","Year",2022,140000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ITA","Italy","Year",2021,140000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ITA","Italy","Year",2020,140000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ITA","Italy","Year",2015,130000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ITA","Italy","Year",2010,120000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ITA","Italy","Year",2005,1e+05
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","ITA","Italy","Year",2000,81000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KAZ","Kazakhstan","Year",2023,40000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KAZ","Kazakhstan","Year",2022,38000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KAZ","Kazakhstan","Year",2021,37000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KAZ","Kazakhstan","Year",2020,35000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KAZ","Kazakhstan","Year",2015,27000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KAZ","Kazakhstan","Year",2010,17000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KAZ","Kazakhstan","Year",2005,8300
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KAZ","Kazakhstan","Year",2000,3600
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KGZ","Kyrgyzstan","Year",2023,12000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KGZ","Kyrgyzstan","Year",2022,11000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KGZ","Kyrgyzstan","Year",2021,10000
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KGZ","Kyrgyzstan","Year",2020,9900
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KGZ","Kyrgyzstan","Year",2015,7100
"HIV_0000000001","Estimated number of people (all ages) living with HIV","numeric","EUR","Europe","Country","KGZ","Kyrgyzstan","Year",2010,4000
